Alt_Name,Brand,City,Country,Dispensing,Email,Fax,Hours,House_Number,ID,Latitude,Longitude,Name,Payment_Cash,Payment_Credit_Card,Payment_Debit_Card,Phone Number,Postal_Code,Province,Street,Website,Wheelchair,geometry
,,,,yes,,,,,619547826,43.7634814,-79.4895209,Main Drug Mart,,,,,,,,,,POINT (-79.4895209 43.7634814)
,Rexall,,,yes,,,,,699224215,43.6777981,-79.3583537,Rexall,,,,,,,,http://www.rexall.ca/,,POINT (-79.3583537 43.6777981)
,Rexall,Toronto,,yes,,,,63,699225120,43.6655689,-79.3811759,Rexall,,,,+1-416-924-7760,,,Wellesley Street East,,yes,POINT (-79.3811759 43.6655689)
,Pharmasave,,,,,,,,705233981,43.7320291,-79.2674612,Pharmasave,,,,,,,,,,POINT (-79.2674612 43.7320291)
,,Toronto,,,,,Mo-Fr 09:00-19:00; Sa 09:00-17:00; Su closed,1938,709877896,43.6534032,-79.4668148,Meds Pharmacy,,,,+1-416-769-2222,M6P 3K8,,Bloor Street West,https://www.medspharmacy.ca/,,POINT (-79.46681479999999 43.6534032)
,Shoppers Drug Mart,,,yes,,,,,729417864,43.6931821,-79.5570342,Shoppers Drug Mart,,,,,,,Kipling Avenue,http://www.shoppersdrugmart.ca/,,POINT (-79.5570342 43.6931821)
,Shoppers Drug Mart,,,yes,,,,,729433392,43.6579391,-79.3302342,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.33023420000001 43.6579391)
Kassam Pharmacy Inc.,Shoppers Drug Mart,Toronto,,yes,,,until 00:00,755,754637562,43.7077154,-79.3895451,Shoppers Drug Mart,,,,,M4S 2N4,,Mount Pleasant Road,http://www.shoppersdrugmart.ca/,,POINT (-79.38954510000001 43.7077154)
,,Toronto,,yes,,,,1849,754749914,43.6971196,-79.3960902,Total Pharmacy,,,,,,,Yonge Street,,,POINT (-79.3960902 43.6971196)
,,North York,,yes,,,,78,760159456,43.7812919,-79.4101021,,,,,,,,Finch Avenue East,,,POINT (-79.4101021 43.7812919)
,Shoppers Drug Mart,Toronto,,yes,,,Mo-Su 08:00-00:00,260,768963283,43.6498323,-79.3919735,Shoppers Drug Mart,,,,,,,Queen Street West,http://www.shoppersdrugmart.ca/,,POINT (-79.39197350000001 43.6498323)
Bay-College Drug Mart,I.D.A.,,,yes,,,,,769480494,43.6604322,-79.3859245,I.D.A.,,,,,,,,,,POINT (-79.3859245 43.6604322)
,,,,,,,,,774057207,43.6299178,-79.4770010,Lakeshore West Pharmacy,,,,,,,,,,POINT (-79.477001 43.6299178)
,Shoppers Drug Mart,,,yes,,,Mo-Fr 07:00-18:30,,775896239,43.6513128,-79.3797888,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.3797888 43.6513128)
,Rexall,,,yes,,,,,783622436,43.6883518,-79.3936221,Rexall,,,,,,,,,,POINT (-79.3936221 43.6883518)
,Rexall,,,yes,,,Mo-Fr 07:00-18:30,,784790094,43.6466713,-79.3873938,Rexall,,,,,,,,,,POINT (-79.3873938 43.6466713)
,,Toronto,,yes,,,,8,800027146,43.6404221,-79.3807486,Harbourfront Medicine Cabinet,,,,+1-416-366-3669,M5J 2Y5,,York Street,,,POINT (-79.3807486 43.6404221)
,,Toronto,,yes,,,,1674,818643100,43.6775493,-79.4431040,Nova Pharmacy,,,,,,,Dufferin Street,,,POINT (-79.44310400000001 43.6775493)
,,,,,,,,,836652636,43.7062269,-79.2890605,,,,,,,,,,,POINT (-79.28906050000001 43.7062269)
,Rexall,,,yes,,,,,837044861,43.7372936,-79.2494249,Rexall,,,,,,,,,yes,POINT (-79.24942489999999 43.7372936)
,,,,,,,,,865963873,43.6590672,-79.3908894,U&C Pharmacy,,,,,,,,,,POINT (-79.39088940000001 43.6590672)
,,,,yes,,,,,869732264,43.7964354,-79.3188704,Gateway Pharmacy,,,,,,,,,,POINT (-79.31887039999999 43.7964354)
Ambulatory Patient Pharmacy,,,,yes,,,,,956224020,43.7216899,-79.3765725,Sunnybrook Pharmacy,,,,,,,,,yes,POINT (-79.37657249999999 43.7216899)
Rexall IDA,I.D.A.,,,,,,,,964114082,43.7324407,-79.2691703,I.D.A.,,,,,,,,,,POINT (-79.2691703 43.7324407)
,I.D.A.,,,yes,,,,,970955668,43.7271586,-79.2655573,Shop Rite I.D.A. Pharmacy,,,,,,,,,,POINT (-79.2655573 43.7271586)
,,,,,,,,,1023038725,43.7316315,-79.2682767,Pharmore Kennedy Medical Centre,,,,,,,,,,POINT (-79.2682767 43.7316315)
,Shoppers Drug Mart,,,yes,,,,,1111927280,43.7586236,-79.4662372,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.46623719999999 43.7586236)
,Rexall,,,,,,,,1113727967,43.6560380,-79.3828700,Rexall,,,,,,,,http://www.rexall.ca/,yes,POINT (-79.38287 43.656038)
,,,,,,,,,1122885500,43.6740260,-79.3879590,,,,,,,,,,,POINT (-79.387959 43.674026)
,,Toronto,,,,,,1351,1122910140,43.6860459,-79.3930636,C.C. Pharmacy,,,,,,,Yonge Street,,,POINT (-79.3930636 43.6860459)
,,Toronto,,,,,,208,1138011558,43.6685376,-79.3958877,Konop Chemists,,,,,,,Bloor Street West,,yes,POINT (-79.3958877 43.6685376)
,Rexall,,,,,,,,1138453116,43.6885370,-79.4124280,Rexall,,,,,,,,http://www.rexall.ca/,,POINT (-79.41242800000001 43.688537)
,Shoppers Drug Mart,,,yes,,,,,1141398989,43.6476245,-79.3812395,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.38123950000001 43.6476245)
,,,,,,,,,1186821083,43.7794505,-79.3066964,Sheppard Warden Pharmacy,,,,,,,,,,POINT (-79.30669640000001 43.7794505)
,Rexall,,,,,,,,1186821167,43.7804935,-79.2981441,Rexall,,,,,,,,http://www.rexall.ca/,,POINT (-79.2981441 43.7804935)
,,,,,,,,,1208725025,43.7010090,-79.4261000,Eglinton Bathurst Pharmacy,,,,,,,,,,POINT (-79.42610000000001 43.701009)
,Rexall,,,yes,,,,,1215361829,43.6490903,-79.3815653,Rexall,,,,,,,,,yes,POINT (-79.38156530000001 43.6490903)
,,,,,,,,,1226893608,43.6519468,-79.3979747,Toronto Manning Drug Mart,,,,,,,,,,POINT (-79.39797470000001 43.6519468)
,Shoppers Drug Mart,,,yes,,,,1800,1246319631,43.7787292,-79.3446122,Shoppers Drug Mart,,,,,,,Sheppard Avenue East,http://www.shoppersdrugmart.ca/,yes,POINT (-79.3446122 43.7787292)
,Rexall,,,,,,,,1257452343,43.6577333,-79.3900615,Rexall,,,,,,,,http://www.rexall.ca/,,POINT (-79.3900615 43.6577333)
,,,,,,,,,1258863441,43.6557180,-79.3921760,Loywood Medical Pharmacy,,,,,,,,,,POINT (-79.39217600000001 43.655718)
,Shoppers Drug Mart,East York,,yes,,,,1531,1268642484,43.7063262,-79.3751848,Shoppers Drug Mart,,,,+1-416-489-1873,M4G 3B5,,Bayview Avenue,http://www.shoppersdrugmart.ca/,,POINT (-79.3751848 43.7063262)
,Shoppers Drug Mart,Toronto,,yes,,,Mo-Su 08:00-24:00,236,1314233495,43.6683115,-79.3968395,Shoppers Drug Mart,yes,,,+1-416-927-0440,M5S 1T8,,Bloor Street West,http://www.shoppersdrugmart.ca/,yes,POINT (-79.3968395 43.6683115)
,Rexall,,,,,,,,1342887697,43.6965999,-79.3694871,Rexall,,,,,,,,,,POINT (-79.3694871 43.6965999)
,Shoppers Drug Mart,Toronto,,yes,,,Mo-Sa 08:00-00:00,3366,1355714602,43.7322280,-79.4043970,Shoppers Drug Mart,,,,+1-416-483-3018,M4N 2M7,,Yonge Street,http://www.shoppersdrugmart.ca/,,POINT (-79.404397 43.732228)
Rexall I.D.A. Nor Arm Pharmacy,I.D.A.,North York,,yes,,,Mo-Fr 09:30-18:30,1280,1390155987,43.7643970,-79.4889080,I.D.A.,,,,,M3J 3H5,,Finch Avenue West,,,POINT (-79.488908 43.764397)
,,,,,,,,,1394185852,43.6408964,-79.3935411,Metropolitan Pharmacy,,,,,,,,,,POINT (-79.39354109999999 43.6408964)
,Pharmasave,,,,,,,,1396617546,43.7272910,-79.3265360,Pharmasave,,,,,,,,,,POINT (-79.326536 43.727291)
,,,,,,,,,1416644996,43.7812948,-79.4444440,Main Drug Mart,,,,,,,,,,POINT (-79.444444 43.7812948)
,,Toronto,,,,,,245,1416808878,43.7084060,-79.3891420,Mt. Pleasant Pharmacy,,,,+1-416-488-3232,,,Eglinton Avenue East,,,POINT (-79.38914200000001 43.708406)
,Shoppers Drug Mart,,,yes,,,,,1451070487,43.7197797,-79.5105730,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.51057299999999 43.7197797)
,,,,,,,,,1459284987,43.8041480,-79.2867100,,,,,,,,,,,POINT (-79.28671 43.804148)
,I.D.A.,,,,,,,,1459351641,43.8204550,-79.2616870,I.D.A.,,,,,,,,,,POINT (-79.26168699999999 43.820455)
,,,,yes,,,,,1502217320,43.7837065,-79.1703804,Highland Creek Pharmacy,,,,,,,,,,POINT (-79.1703804 43.7837065)
,,Toronto,,,,,Sa-Su 09:30-14:30; Mo-Th 09:00-20:00; Fr 09:00-19:00,449,1518403524,43.6485180,-79.3968920,Health Choice Pharmacy,,,,+1-416-593-9711,M5V 2A9,,Queen Street West,https://thpharmacy.com/,,POINT (-79.39689199999999 43.648518)
,Rexall,,,yes,,,,,1518600620,43.5931672,-79.5383445,Rexall,,,,,,,,http://www.rexall.ca/,,POINT (-79.53834449999999 43.5931672)
,,,,,,,,,1599246348,43.6709720,-79.3898030,Markie Pharmacy,,,,,,,,,,POINT (-79.389803 43.670972)
,Shoppers Drug Mart,,,yes,,,,,1707803879,43.7973523,-79.1511773,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.1511773 43.7973523)
,Shoppers Drug Mart,Toronto,,yes,,,,528,1707878590,43.7191541,-79.4325020,Shoppers Drug Mart,,,,+1-416-781-6128,M6A 2A1,,Lawrence Avenue West,http://www.shoppersdrugmart.ca/,limited,POINT (-79.432502 43.7191541)
,Shoppers Drug Mart,North York,,yes,,,,1859,1710542555,43.7546291,-79.3597080,Shoppers Drug Mart,,,,,,,Leslie Street,http://www.shoppersdrugmart.ca/,yes,POINT (-79.359708 43.7546291)
,Shoppers Drug Mart,Toronto,,yes,,,Mo-Su 09:00-21:00,1473,1733864947,43.6399763,-79.4390501,Shoppers Drug Mart,,,,+1-416-530-2799,M6R 1A1,,Queen Street West,http://www.shoppersdrugmart.ca/,yes,POINT (-79.4390501 43.6399763)
,,Toronto,,,,,,2891,1861798152,43.6008925,-79.5038990,Don Russell Pharmacy,,,,+1-416-251-2201,,,Lake Shore Boulevard West,,,POINT (-79.503899 43.6008925)
,Shoppers Drug Mart,,,yes,,,,,1861805900,43.6015878,-79.5022250,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.502225 43.6015878)
,,,,yes,,,,,1886020928,43.6260128,-79.5033266,Royal Pharmacy,,,,+1-416-251-3007,,,,,,POINT (-79.50332659999999 43.6260128)
,,Etobicoke,,,,,,396,1886020977,43.6193503,-79.4998498,Kassel's Pharmacy,,,,+1-416-251-1126,,,Royal York Road,http://kasselspharmacy.com/,,POINT (-79.49984980000001 43.6193503)
,,,,yes,,,,,1906274191,43.6175066,-79.4875616,Akron's Guardian Pharmacy,,,,,,,,,,POINT (-79.48756160000001 43.6175066)
IDA Mimico Pharmacy,I.D.A.,,,yes,,,,,1906274307,43.6147510,-79.4889995,I.D.A.,,,,,,,,,,POINT (-79.48899950000001 43.614751)
,Pharmasave,,,,,,,,1906799292,43.6148665,-79.5575523,Pharmasave,,,,,,,,,,POINT (-79.5575523 43.6148665)
,Shoppers Drug Mart,,,yes,,,,,1907371546,43.6528291,-79.3799020,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.379902 43.6528291)
,Pharmasave,,,,,,,3346,1912189498,43.5963606,-79.5260977,Pharmasave,,,,,,,Lake Shore Boulevard West,https://pharmasave.com/store/pharmasave-lake-shore-pharmacy/,,POINT (-79.52609769999999 43.5963606)
,,,,yes,,,Mo-Fr 10:00-19:00; Sa 11:00-15:00,,1928107500,43.7558548,-79.4377965,New Canyon Pharmacy,,,,,,,,,,POINT (-79.4377965 43.7558548)
,,,,,,,,,1963428370,43.7759490,-79.3222890,Rexall Guardian Green Cross Pharmacy,,,,,,,,,,POINT (-79.322289 43.775949)
,,,,,,,,,1963595319,43.7710550,-79.3699500,Main Drug Mart,,,,,,,,,,POINT (-79.36995 43.771055)
,Shoppers Drug Mart,,,yes,,,,,1963703575,43.7750696,-79.3224537,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.3224537 43.7750696)
,,,,,,,,,1995567823,43.6213245,-79.5260977,Get Well Pharmacy,,,,+1-416-259-4747,,,,,,POINT (-79.52609769999999 43.6213245)
,,,,yes,,,,,2010039027,43.7889850,-79.2578150,Main Drug Mart,,,,,,,,,limited,POINT (-79.25781499999999 43.788985)
C. Goods Drugs Ltd.,Shoppers Drug Mart,North York,,yes,,,,3401,2018917923,43.7255541,-79.4552028,Shoppers Drug Mart,,,,+1-416-789-1201,M6A 2T9,,Dufferin Street,http://www.shoppersdrugmart.ca/,,POINT (-79.4552028 43.7255541)
,,,,yes,,,,,2026825270,43.7180162,-79.3307509,,,,,,,,,,,POINT (-79.3307509 43.7180162)
,,,,,,,,,2153426077,43.5978459,-79.5438866,Wellness Centre Pharmacy,,,,+1-416-621-2548,,,,,,POINT (-79.54388659999999 43.5978459)
,,,,,,,,,2266217162,43.6931722,-79.4624413,New Caledonia Pharmacy,,,,,,,,,,POINT (-79.46244129999999 43.6931722)
,,,,,,,Mo-Fr 09:30-19:00; Sa 09:00-17:00; Su closed,411,2266249075,43.6587122,-79.4881528,Lingeman IDA Pharmacy,,,,+1-416-767-8409,,,Jane Street,https://www.guardian-ida-pharmacies.ca/en/ontario/toronto/lingeman-ida-pharmacy-7028510,,POINT (-79.48815279999999 43.6587122)
,Shoppers Drug Mart,Toronto,,yes,,,,2440,2288067576,43.6591684,-79.4530098,Shoppers Drug Mart,,,,,M6P 1W9,,Dundas Street West,http://www.shoppersdrugmart.ca/,,POINT (-79.4530098 43.6591684)
Rexall I.D.A. Gabriel Medical Pharmacy,I.D.A.,,,,,,,,2337754709,43.7684761,-79.3810887,I.D.A.,,,,,,,,,,POINT (-79.38108870000001 43.7684761)
,,,,,,,,,2337758865,43.7686575,-79.3775042,Shoppers Simply Pharmacy,,,,,,,,,,POINT (-79.3775042 43.7686575)
,,,,,,,,,2342291207,43.7200070,-79.4326480,Shoppers HomeHealthCare,,,,,,,,,,POINT (-79.432648 43.720007)
,Pharmasave,Toronto,,,,,,2388,2405823216,43.6499197,-79.4825323,Pharmasave,,,,,,,Bloor Street West,,yes,POINT (-79.4825323 43.6499197)
,,,,yes,,,,,2414002930,43.6358920,-79.5399423,Dundas Kipling Pharmacy,,,,,,,,,,POINT (-79.53994230000001 43.635892)
,Shoppers Drug Mart,,,yes,,,,,2437943983,43.7916185,-79.4443447,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.4443447 43.7916185)
I.D.A. Whiteside Pharmacy,I.D.A.,,,yes,,,,,2441894537,43.6744328,-79.4599201,I.D.A.,,,,,,,,,,POINT (-79.45992010000001 43.6744328)
,,,,,,,,,2486639208,43.7908271,-79.3671020,HuiChunTang Chinese Pharmacy,,,,,,,,,,POINT (-79.367102 43.7908271)
Rexall - IDA,I.D.A.,,,,,,,,2534750297,43.6823394,-79.4713135,I.D.A.,,,,,,,,,,POINT (-79.47131349999999 43.6823394)
Guardian Family Health Pharmacy,Guardian,East York,,,,,,1450,2542131767,43.7136618,-79.3068003,Guardian,,,,+1-416-285-7670,,,O'Connor Drive,,,POINT (-79.30680030000001 43.7136618)
Welcome Guardian Pharmacy,Guardian,Toronto,,,,,Mo-Fr 08:30-04:00,837,2542135569,43.6794903,-79.3406068,Guardian,,,,+1-416-466-8787,,,Danforth Avenue,,,POINT (-79.3406068 43.6794903)
,,,,,,,,,2547520858,43.7895756,-79.4175882,Willowdale Pharmacy,,,,,,,,,,POINT (-79.4175882 43.7895756)
,,,,,,,,,2547520864,43.7890287,-79.4183186,9-eleven Drug Market,,,,,,,,,,POINT (-79.41831860000001 43.7890287)
,Rexall,,,yes,,,Mo-Su 07:00-22:00,,2563940122,43.6482167,-79.3738679,Rexall,,,,,,,,,yes,POINT (-79.37386789999999 43.6482167)
,I.D.A.,,,yes,,,,,2567213764,43.6957813,-79.4490590,I.D.A.,,,,,,,,,,POINT (-79.44905900000001 43.6957813)
,,,,,,,,,2672427588,43.6673659,-79.3727467,Lord's Pharmacy,,,,,,,,,,POINT (-79.37274669999999 43.6673659)
,,,,yes,,,,,2684472465,43.6564816,-79.3761072,Metro Drugs,,,,,,,,,,POINT (-79.37610720000001 43.6564816)
,Shoppers Drug Mart,,,yes,,,,,2704257379,43.7127043,-79.4279927,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.4279927 43.7127043)
,Rexall,,,yes,,,,,2721459303,43.6506220,-79.3870133,Rexall,,,,,,,,http://www.rexall.ca/,yes,POINT (-79.38701330000001 43.650622)
Rexall I.D.A. Pharmacy by the Grange,I.D.A.,,,yes,,,,,2792969573,43.6541963,-79.3906072,I.D.A. Pharmacy by the Grange,,,,,,,,,,POINT (-79.39060720000001 43.6541963)
,,Toronto,,,,,,360,2806099837,43.6572993,-79.4043338,Augusta Central Pharmacy,,,,+1-416-961-6692,,,College Street,,yes,POINT (-79.4043338 43.6572993)
,,,,,,,,,2813977202,43.6776327,-79.4434554,Biopharmacy,,,,,,,,,,POINT (-79.4434554 43.6776327)
Craig W. Smith Pharmacy Ltd.,Shoppers Drug Mart,Etobicoke,,yes,,,,25,2832162801,43.6109556,-79.5584004,Shoppers Drug Mart,,,,+1-416-621-2466,M9C 1B8,,The West Mall,http://www.shoppersdrugmart.ca/,,POINT (-79.5584004 43.6109556)
,,,,,,,,,2833168683,43.6725820,-79.3200337,L & A Pharmacy,,,,,,,Gerrard Street East,,,POINT (-79.3200337 43.672582)
,I.D.A.,,,yes,,,Mo-Fr 09:00-21:00,,2842105530,43.7753375,-79.3360997,I.D.A.,,,,,,,,,,POINT (-79.33609970000001 43.7753375)
,Shoppers Drug Mart,,,yes,,,,,2843210605,43.7411917,-79.4352996,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.43529959999999 43.7411917)
,Shoppers Drug Mart,,,yes,,,,,2848623302,43.6439215,-79.4190102,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.4190102 43.6439215)
,Shoppers Drug Mart,,,yes,,,,,2853026331,43.8084110,-79.2697737,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.2697737 43.808411)
,,,,yes,,,,,2878348015,43.7737856,-79.3409023,Health Drug Mart,,,,,,,,,,POINT (-79.3409023 43.7737856)
,Shoppers Drug Mart,,,yes,,,,,2884373412,43.6970025,-79.5016838,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.5016838 43.6970025)
,Remedy'sRx,,,yes,,,,,2901438752,43.6600927,-79.5137017,Remedy'sRx,,,,,,,,,,POINT (-79.5137017 43.6600927)
,,,,yes,,,,,2926923901,43.6887189,-79.3256005,Rumball Drug Mart,,,,,,,,,,POINT (-79.32560049999999 43.6887189)
,Rexall,,,yes,,,,,2963641838,43.7683310,-79.4131418,Rexall,,,,,,,,,,POINT (-79.41314180000001 43.768331)
,Shoppers Drug Mart,Toronto,,yes,,,Mo-Su 08:00-22:00,18,3007401068,43.6476414,-79.3709362,Shoppers Drug Mart,,,,+1-416-203-3700,M5E 1N1,,Lower Jarvis Street,http://www.shoppersdrugmart.ca/,yes,POINT (-79.3709362 43.6476414)
,Rexall,,,yes,,,,,3036236140,43.6318736,-79.5551867,Rexall,,,,,,,,http://www.rexall.ca/,,POINT (-79.55518669999999 43.6318736)
,Shoppers Drug Mart,,,yes,,,,,3042204173,43.6829908,-79.5662745,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.56627450000001 43.6829908)
,,Scarborough,,,,,,2296,3097207359,43.7308529,-79.2757664,Scarborough Pharmacy,,,,,,,Eglinton Avenue East,,,POINT (-79.27576639999999 43.7308529)
,Shoppers Drug Mart,,,yes,,,,,3099830054,43.7489547,-79.5602282,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.5602282 43.7489547)
,Shoppers Drug Mart,,,yes,,,,,3285162569,43.7863229,-79.4691375,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.4691375 43.7863229)
,Shoppers Drug Mart,Toronto,,yes,,,,2528,3303193904,43.7468827,-79.3846841,Shoppers Drug Mart,,,,,M2L 1A9,,Bayview Avenue,http://www.shoppersdrugmart.com/,,POINT (-79.3846841 43.7468827)
,,,,,,,,,3306925588,43.6686905,-79.3723719,St. James Drug Mart,,,,,,,,,,POINT (-79.3723719 43.6686905)
,,,,yes,,,,,3306925645,43.6711478,-79.3750842,Howard Pharmacy,,,,,,,,,,POINT (-79.3750842 43.6711478)
,,,,yes,,,,,3388557767,43.6804675,-79.4730698,Keele & Rogers Medical Centre Pharmacy,,,,+1-416-651-5332,,,,,,POINT (-79.4730698 43.6804675)
,,Etobicoke,,yes,,,Mo-Th 09:00-20:00; Fr 09:00-19:00; Sa 09:00-16:00,2141,3405891056,43.7197182,-79.5695902,Kipling Pharmacy,,,,,M9W 4K8,,Kipling Avenue,,,POINT (-79.56959019999999 43.7197182)
,,Etobicoke,,,,,,1206,3418249780,43.6219718,-79.5234358,Danny's Wellness Pharmacy,,,,+1-416-901-1206,,,The Queensway,,,POINT (-79.5234358 43.6219718)
,Shoppers Drug Mart,,,yes,,,until 22:00,,3418915695,43.6230194,-79.4824595,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.4824595 43.6230194)
,Rexall,,,yes,,,,,3427386575,43.6411367,-79.3784133,Rexall,,,,,,,,,yes,POINT (-79.37841330000001 43.6411367)
Guardian Eringate Pharmacy,Guardian,,,,,,,,3442201050,43.6606415,-79.5820808,Guardian,,,,,,,,,,POINT (-79.5820808 43.6606415)
,Shoppers Drug Mart,,,yes,,,,,3445656551,43.7699656,-79.1853111,Shoppers Drug Mart,,,,,,,,http://www.shoppersdrugmart.ca/,,POINT (-79.18531110000001 43.7699656)
Sam's Pharmacy,I.D.A.,Toronto,,,yongepharmacy@gmail.com,+1-416-483-8915,Mo-Fr 09:00-21:00; Sa 09:00-19:00; Su 10:00-19:00,1920,3449657275,43.6987194,-79.3969091,I.D.A.,,,,+1-416-483-3003,,,Yonge Street,http://www.ida-pharmacy.ca/,yes,POINT (-79.3969091 43.6987194)
,Guardian,,,yes,,,,,3473846042,43.7513779,-79.2635084,Guardian,,,,,,,,,,POINT (-79.26350840000001 43.7513779)
,Remedy'sRx,,,yes,,,,,3474264112,43.6371292,-79.3959932,Remedy'sRx,,,,,,,,,,POINT (-79.39599320000001 43.6371292)
,,,,,,,,,3479310607,43.7315964,-79.5992253,Humber Green Pharmacy,,,,,,,,,,POINT (-79.5992253 43.7315964)
,,,,,,,,,3479333986,43.7312395,-79.6003168,Permanent Drug Mart,,,,,,,,,,POINT (-79.6003168 43.7312395)
,Rexall,,,yes,,,,,3518382483,43.7612636,-79.4102202,Rexall,,,,,,,,,,POINT (-79.4102202 43.7612636)
,,,,yes,,,,,3534098648,43.6678958,-79.3433037,Medi Choice Pharmacy,,,,,,,,,,POINT (-79.34330370000001 43.6678958)
,Rexall,,,yes,,,,,3570691993,43.6496473,-79.3832647,Rexall,,,,,,,,,yes,POINT (-79.3832647 43.6496473)
FamilyCare Pharmacy,,Toronto,,yes,,,,1209,3600948978,43.6389440,-79.4265186,Family Care Pharmacy,,,,,,,King Street West,,,POINT (-79.42651859999999 43.638944)
,,Toronto,,yes,,,,1204,3600956704,43.6390015,-79.4276774,Charles Pharmacy,,,,,,,King Street West,,,POINT (-79.42767739999999 43.6390015)
,Pharmasave,,,yes,,,,,3601217654,43.8008131,-79.2002373,Pharmasave,,,,,,,,,,POINT (-79.2002373 43.8008131)
,,,,,,,,,3696228062,43.7973773,-79.3154149,NewTowne,,,,,,,,,,POINT (-79.31541489999999 43.7973773)
,,,,yes,,,Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su 11:00-17:00,,3709240222,43.6490752,-79.3730139,Metro Pharmacy,,,,,,,,,yes,POINT (-79.3730139 43.6490752)
,,,,yes,,,,,3733761344,43.7776456,-79.3085524,Warden Medical Pharmacy,,,,,,,,,,POINT (-79.3085524 43.7776456)
,I.D.A.,,,yes,,,,,3739740193,43.7773565,-79.2326953,I.D.A.,,,,,,,,,,POINT (-79.2326953 43.7773565)
,,,,,,,,,3775862771,43.7775580,-79.3113848,FARS Medical Pharmacy,,,,,,,,,,POINT (-79.3113848 43.777558)
,,,,yes,,,,,3790360174,43.7043896,-79.3498982,Main Drug Mart,,,,,,,,,yes,POINT (-79.3498982 43.7043896)
,,,,,,,,,3796212745,43.6526297,-79.3988314,Vita Pharmacy,,,,,,,,,,POINT (-79.39883140000001 43.6526297)
,Shoppers Drug Mart,Scarborough,,,,,,85,3859894758,43.7579845,-79.3112878,Shoppers Drug Mart,,,,,M1R 4B7,,Ellesmere Road,,,POINT (-79.3112878 43.7579845)
,,,,yes,,,,,3890853004,43.7021326,-79.5224919,West King Pharmacy,,,,,,,,,,POINT (-79.52249190000001 43.7021326)
,,,,,,,,,3909486327,43.6506452,-79.5803342,Renforth IDA Pharmacy,,,,,,,,,,POINT (-79.5803342 43.6506452)
,I.D.A.,,,,,,,,3930426867,43.7209109,-79.6144696,I.D.A.,,,,,,,,,,POINT (-79.61446960000001 43.7209109)
,Guardian,,,yes,,,,,3937959655,43.6326238,-79.5447799,Guardian,,,,,,,,,,POINT (-79.54477989999999 43.6326238)
,,,,,,,,,3952041517,43.7502954,-79.5427024,Terrace Square Pharmacy,,,,,,,,,,POINT (-79.5427024 43.7502954)
,Shoppers Drug Mart,Toronto,,yes,,,,2494,4003500468,43.6880294,-79.3032774,Shoppers Drug Mart,,,,+1-416-698-1888,M4C 1K9,,Danforth Avenue,,,POINT (-79.3032774 43.6880294)
,,Toronto,,,,,,574,4015549349,43.6675517,-79.3694752,Dale's Pharmacy,,,,+1-416-921-5700,M4X 1P8,,Parliament Street,https://dalespharmacy.ca/,,POINT (-79.3694752 43.6675517)
,,,,,,,,,4031233462,43.6095963,-79.5472529,Trillium Drug Mart,,,,,,,,,,POINT (-79.5472529 43.6095963)
,,,,yes,,,,,4095621568,43.6495194,-79.3676547,St. Lawrence Pharmacy,,,,,,,,,,POINT (-79.3676547 43.6495194)
,,,,yes,,,,,4103856446,43.7594449,-79.3100250,Ellesmere Pharmacy,,,,,,,,,,POINT (-79.310025 43.7594449)
,,,,yes,,,,,4253515370,43.6606184,-79.3662373,Main Drug Mart,,,,,,,,,,POINT (-79.36623729999999 43.6606184)
,,,,yes,,,,,4314648890,43.7081445,-79.4781924,Demarco Pharmacy,,,,,,,,,,POINT (-79.4781924 43.7081445)
,,,,yes,,,,,4320388510,43.6705090,-79.4930844,White's Pharmacy,,,,+1-416-762-8221,,,,,,POINT (-79.4930844 43.670509)
